,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,notes,roast_level,city,state,usd_per_oz
1272,Ethiopia Natural Guji PB JackyLai Lot,94.0,9.0,8.0,9.0,9.0,9.0,"Richly sweet-tart, complex, fruit-toned. Mulberry, cocoa nib, honeysuckle, sandalwood, nougat in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The resonant finish consolidates to mulberry and cocoa notes.","Guji Zone, Oromia region, southern Ethiopia","Guji is an admired growing region just southeast of the famous Yirgacheffe region, and, like Yirgacheffe, produces coffee largely from indigenous varieties of Arabica long grown in the area. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Medium-Light,Chia-Yi, Taiwan,1.24
1273,Rwanda Hingakawa Women’s Co-op,93.0,8.0,8.0,9.0,9.0,9.0,"Richly cocoa- and spice-toned, deeply sweet. Cocoa nib, mandarin, nougat, freesia-like flowers, clove in aroma and cup. Sweet structure with crisp, lively acidity; syrupy-smooth mouthfeel. The cocoa-laden finish leads with mandarin and nougat notes in the short, clove in the long.","Gakenke, Rwanda","Produced by members of the women-led Abakundakawa Cooperative from trees of the Bourbon and Jackson varieties of Arabica and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Sacramento, California,1.62
1274,S.O. Espresso Brazil Fazenda Cachoeira Yellow Bourbon,90.0,8.0,8.0,8.0,8.0,8.0,"Sweetly nut-toned, chocolaty. Hazelnut butter, baking chocolate, pink peppercorn, fresh-cut fir, graham cracker in aroma and cup. Sweet structure with gentle acidity; satiny-smooth mouthfeel. The nut-toned finish is supported by aromatic wood and peppercorn.","Vale de Grama, Mogiana, Brazil","Produced at Fazenda Cachoeira de Grama entirely of the Yellow Bourbon variety of Arabica and processed by the natural method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium,Minneapolis, Minnesota,1.25
1275,Ecuador Quilanga Typica Yeast Fermentation,94.0,9.0,8.0,9.0,9.0,9.0,"Richly sweet-savory, floral-toned. Grape candy, narcissus, cocoa nib, tangerine zest, cedar in aroma and cup. Savory leaning structure with bright, juicy acidity; round, creamy mouthfeel.The finish centers around notes of grape candy and cocoa nib.","Quilanga, Ecuador","Produced by Bruhwer Coffee entirely of the Typica variety of Arabica and processed by the washed method utilizing a white wine yeast strain in the fermentation step. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,1.91
1276,Yemen Al-Obbarat,95.0,9.0,9.0,9.0,9.0,9.0,"Deep-toned, complex, fruit-forward. Dried mulberry, jasmine, sandalwood, nougat, lime zest in aroma and cup. Sweet-tart structure with high-toned, fruity acidity; full, syrupy mouthfeel. Resonant, flavor-saturated finish.","Al-Haimah, Yemen","Produced by Hussien Nasser, Mohammed Massaud and Khalid Abdullah of the Dwairi and Typica varieties of Arabica and dried in the whole fruit, as are all Yemen coffees. Exported by Al-Hamdani Mokha. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,Minneapolis, Minnesota,12.49
1277,Floyd Farmhouse Blend,90.0,8.0,8.0,8.0,8.0,8.0,"Crisply sweet, subtly fruit-toned. Cocoa nib, raspberry, cashew, freesia, cedar in aroma and cup. Sweet-tart structure with brisk acidity; velvety mouthfeel. The cocoa-toned finish is supported by notes of cashew and freesia. ",Colombia; Honduras; Rwanda,"Certified organic and fair trade. A blend of washed-process Colombia and Rwanda coffees and a natural-processed coffee from Honduras. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,Floyd, Virginia,1.17
1278,Seasonal Ethiopia Yirgacheffe Natural,91.0,8.0,7.0,9.0,8.0,9.0,"Richly sweet-tart, fruit-toned. Blackberry, grappa barrel, magnolia, molasses, Brazil nut in aroma and cup. Deeply sweet structure with winy acidity; satiny mouthfeel. The crisp finish centers around notes of molasses and grappa barrel.","Yirgacheffe growing region, south-central Ethiopia","Coffees from the Yirgacheffe region are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.

 ",Light,Jersey City, New Jersey,1.67
1279,4&20 French Roast,92.0,8.0,7.0,9.0,9.0,8.0,"Deep-toned, chocolaty and floral. Dark chocolate, gardenia, gently scorched oak, red apple, hazelnut butter in aroma and cup. Bittersweet structure with gentle, round acidity; satiny-smooth mouthfeel. The crisp, richly drying finish consolidates to dark chocolate and oak.",Nicaragua; East Timor,"Certified organic and fair trade. A blend of coffees from Nicargua and East Timor. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium,Floyd, Virginia,1.17
1280,Ten Anniversary Blend,93.0,8.0,8.0,9.0,9.0,9.0,"Richly sweet-tart, high-toned, perfumy. Watermelon candy, lilac, hop flowers, macadamia nut, sandalwood in aroma and cup. Sweet-tart-savory structure with fruit-toned acidity; plush, syrupy mouthfeel. The fruit-toned finish is anchored by deep sandalwood notes. ","Gedeb District, Gedeo Zone, southern Ethiopia","A blend of washed and natural-processed coffees from the Worka-Sakaro village. Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.",Medium-Light,Spokane, Washington,1.42
1281,Dirty South,91.0,8.0,7.0,9.0,9.0,8.0,"Balanced, crisply sweet. Baking chocolate, tangerine zest, candied walnut, lily, raisin in aroma and cup. Sweet-toned structure with crisp, gently tannic acidity; velvety mouthfeel. The gently drying finish centers around chocolate, raisin and walnut notes.",Colombia,"A blend of washed-process coffees from Colombia. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.",Medium,Johns Creek, Georgia,1.25
1282,Funky Chicken,94.0,9.0,8.0,9.0,9.0,9.0,"Crisply sweet, nut-and-chocolate-toned, balanced. Almond brittle, cocoa, magnolia, nectarine, fresh-cut cedar in aroma and cup. Sweet-toned structure with soft, generous acidity; buoyant, syrupy mouthfeel. Finish is quietly flavor-saturated, redolent with notes of nectarine and magnolia.",Nicaragua; Colombia; East Timor,"Certified organic and fair trade. A blend of coffees from Nicargua, Colombia and East Timor. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium,Floyd, Virginia,1.17
1283,Monteblanco Cold Fermentation Geisha,94.0,9.0,8.0,9.0,9.0,9.0,"Intensely aromatic, sweet-savory. Dried peach, star jasmine, hop flowers, fresh uncut oak, almond butter in aroma and cup. High-toned, sweet-savory structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The crisp, resonant finish centers around notes of dried peach and jasmine.","Huila, Colombia","Produced by Rodrigo Sanchez at Finca Monteblanco entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica and processed by a cold fermentation method. High-sugar ripe coffee fruit is fermented in refrigerated tanks for three days before drying. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.",Medium-Light,Carlsbad, California,2.42
1284,Indestec El Paraiso,94.0,9.0,8.0,9.0,9.0,9.0,"Rich-toned, fruit-forward, sweetly tart. Pineapple, violet, cocoa nib, cedar, a hint of thyme in aroma and cup. Sweetly tart structure with vivid acidity; full, viscous mouthfeel.The fruit-toned finish leads with pineapple notes in the short, rounding to cocoa tones in the long.","Cauca, Colombia","Produced by Diego Samuel entirely of the Castillo variety, and processed by the wet, or washed, method. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.",Medium-Light,Carlsbad, California,2.42
1285,Rwanda Gatare Namasheke,93.0,8.0,8.0,9.0,9.0,9.0,"Crisply sweet-tart, floral. Dried apricot, freesia-like flowers, blood orange zest, cocoa nib, brown sugar in aroma and cup. Richly bittersweet structure with gentle, round acidity; full, creamy mouthfeel. The sweet-toned finish leads with dried apricot and cocoa nib in the short , brown sugar in the long.","Namasheke District, Western Province, Rwanda","This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica and processed by the wet, or washed, method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Medium-Light,Sacramento, California,1.58
1286,Magnolia Blend,93.0,8.0,8.0,9.0,9.0,9.0,"Rich-toned, chocolaty. Dark chocolate, black cherry, gardenia, cedar, toffee in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. Quiet, satisfying finish with notes of dark chocolate and gardenia.",Papua New Guinea; Costa Rica,"This blend tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. A blend of washed-process coffees from Papua New Guinea and Costa Rica. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or for more information.",Medium-Light,Charlotte, North Carolina,1.25
1287,Colombian,93.0,8.0,8.0,9.0,9.0,9.0,"Bold, rich, confident. Strawberry, magnolia, baking chocolate, fresh-cut fir, maple syrup in aroma and cup. Deeply sweet structure with brisk acidity; saturating, satiating mouthfeel. A gentle decrescendo of all cup attributes carries into the pleasing finish.","Valle de Cauca, Colombia","This coffee tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. Produced by Luis and Rigoberto Herrera at Las Margaritas Farm entirely of the Yellow Bourbon variety of Arabica and processed by the washed or wet method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",Medium-Light,Durango, Colorado,1.66
