,title,rating,acidity_structure,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,notes,roast_level,roaster_location,City,State,Country
1405,Finca La Montana Costa Rica,92.0,8.0,7.0,9.0,9.0,9.0,"Cocoa- and fruit-driven. Dark chocolate, dried apricot, gently scorched oak, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to wood-framed dark chocolate and dried apricot. ","Tarrazu, Costa Rica",$16.00/14 ounces,Produced by Jorge Gutierrez Jiminez from trees of the Caturra and Catuai varieties of Arabica. Press House ships freshly roasted specialty coffees to the customer’s door within 72 hours of roasting for peak freshness. The company refines the profile of every single roast it offers through experimentation and discovery. Visit www.presshousecoffee.com for more information.,Medium,"Pittsburgh, Pennsylvania",Pittsburgh, Pennsylvania,
1407,Madagascar Yellow Bourbon Santatra Coop,92.0,8.0,8.0,9.0,8.0,9.0,"Delicately sweet-tart, nut-toned. Hazelnut, lime zest, baking chocolate, date, fresh-cut oak in aroma and cup. Sweet in structure with round, gentle acidity; full, velvety mouthfeel. Finish consolidates to notes of hazelnut and lime zest with undertones of baking chocolate. ",Madagascar,$19.95/8 ounces,"Produced by the Santatra Cooperative of Madagascar entirely of the Yellow Bourbon variety of Arabica and processed by the washed method, in which fruit skin and pulp are removed before drying. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Medium-Light,"Minnesota, Minnesota",Minnesota, Minnesota,
1408,Ethiopia Shakiso,93.0,8.0,8.0,9.0,9.0,9.0,"Rich-toned, fruit-forward, deeply sweet. Strawberry jam, cocoa nib, ginger flower, fresh-cut fir, maple syrup in aroma and cup. Sweet in structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers on strawberry and cocoa notes supported by spice-toned florals.","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",$18.00/12 ounces,"Produced by Ato Esmael and his friends and family at their estate farm in the Guji Zone of southern Ethiopia. Produced from distinctive traditional varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Battlecreek Roasters, founded in 2019, is a Battle Creek, Michigan specialty coffee roaster that donates a portion of all sales to organizations that provide counseling to victims of human trafficking. For more information, visit www.battlecreek.coffee.",Medium-Light,"Battle Creek, Michigan",Battle Creek, Michigan,
1411,El Salvador Finca El Cerro Natural,94.0,9.0,8.0,9.0,9.0,9.0,"High-toned, crisply sweet-tart. Strawberry, tangerine zest, cocoa nib, jasmine, cedar in aroma and cup. Sweetly tart structure with juicy, citrus-like acidity; viscous, buoyant mouthfeel. The finish centers around notes of strawberry and cocoa nib with undertones of tangerine zest.","Apaneca-Ilamatepec Mountain Range, El Salvador",$22.99/12 ounces,"Produced by Don Atilio Zepeda of Finca El Cerro entirely of the Pacamara variety of Arabica. The Pacamara is a big-beaned hybrid of the Bourbon-related Pacas and the huge-beaned Maragogipe, itself a mutant of the ancient Typica variety. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",Medium-Light,"Floyd, Virginia",Floyd, Virginia,
1412,Guatemala Maragogype La Providencia,93.0,9.0,8.0,9.0,8.0,9.0,"Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity; crisp, satiny mouthfeel. Sweetly tart in the short finish with pomegranate and pink grapefruit; cocoa nib and wisteria resurface in the long.","Huehuetenango, Guatemala",$19.00/12 ounces,"Produced by Max Ariel Palacios Villatoro of La Providencia farm, entirely of the rare, huge-beaned Maragogype variety of Arabica. Processed by the washed method (fruit skin and pulp are removed before drying). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",Medium-Light,"San Diego, California",San Diego, California,
1413,Lian House Blend,90.0,8.0,8.0,8.0,8.0,8.0,"Richly sweet, cocoa-toned. Cocoa powder, Brazil nut, magnolia, date, cedar in aroma and cup. Bittersweet structure with round, gentle acidity; velvety mouthfeel. Finish consolidates to cocoa-toned Brazil nut and date.",Peru; Colombia; Guatemala; Ecuador; Ethiopia; Brazil,NT $320/227 grams,"A blend of coffees from Peru, Colombia, Guatemala, Ecuador, Ethiopia and Brazil. Creation Food Co. is a food service company with a specialty coffee division. It operates one of the few large-scale coffee production facilities in Taiwan. Visit www.creation.com.tw or call 0800-020-368 for more information.",Medium,"Taipei City, Taiwan",Taipei City, Taiwan,
1414,Ethiopia Guji Uraga Wolisho Natural,91.0,8.0,8.0,8.0,9.0,8.0,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia.","Guji Zone, Oromia region, southern Ethiopia",NT $440/8 ounces,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.",Medium-Light,"Taipei, Taiwan",Taipei, Taiwan,
1415,Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,94.0,9.0,8.0,9.0,9.0,9.0,"Crisply sweet, fruit- and floral toned. Nectarine, jasmine, cocoa nib, sandalwood, maple syrup in aroma and cup. Sweetly tart structure with juicy, lively acidity; crisp, silky mouthfeel. Resonant finish centered around nectarine and cocoa nib.","Boquete, Panama",NT $1600/4 ounces,"Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues one of the world’s most unique coffees, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.",Medium-Light,"Taipei, Taiwan",Taipei, Taiwan,
1416,100% Kona Bourbon Pointu Laurina,95.0,9.0,9.0,9.0,9.0,9.0,"Deeply and sweetly pungent; layered and intricate. Dark chocolate, raspberry, freesia, port wine, a hint of fresh, fragrant tobacco in aroma and cup. Balanced, quietly forceful in its sweet-savory structure; light but exceptionally silky in mouthfeel. All notes ring on in a layered, flavor-saturated finish.","Holualoa, North Kona growing district, “Big Island” of Hawaii",$62.95/8 ounces,"Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was produced in Kona and is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This rare coffee is only available on the Hula Daddy website through their allocation list. Visit www.huladaddy.com or call 888-553-2339 for more information.",Medium-Light,"Holualoa, Hawaii",Holualoa, Hawaii,
1417,Sumatra Dark,87.0,7.0,7.0,7.0,8.0,8.0,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish.","Sumatra, Indonesia",$10.49/12 ounces,"This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Publix supermarket in Winston-Salem, North Carolina. Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth, fruit and aromatic wood notes that result largely from unorthodox fruit removal and drying practices. Visit www.starbucks.com for more information.",Dark,"Seattle, Washington",Seattle, Washington,
1418,100% Guatemalan,87.0,7.0,7.0,8.0,7.0,8.0,"Sweetly nut-toned, roasty. Hazelnut, baking chocolate, gently scorched cedar, gardenia, prune in aroma and cup. Bittersweet structure with barely perceptible acidity; thinnish mouthfeel. The finish consolidates to hazelnut and scorched cedar with a hint of baking chocolate.",Guatemala,$8.99/32 ounces,"This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Woodman’s Market in Madison, Wisconsin. Processed by the washed method (fruit skin and pulp are removed before drying). Hills Bros. Coffee is a San Francisco-based brand founded in 1900. Visit www.hillsbros.com for more information.",Medium-Dark,"San Francisco, California",San Francisco, California,
1419,Colombia,88.0,7.0,7.0,8.0,8.0,8.0,"Crisply sweet, cocoa-toned. Cocoa powder, scorched fir, raisin, hazelnut, a sweet-sour yogurt-like hint in aroma and cup. Bittersweet structure with pert acidity; smooth mouthfeel. Cocoa-toned finish with undertones of scorched fir and raisin.",Colombia,$9.29/22 ounces,"This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Woodman’s Market in Madison, Wisconsin. Processed by the washed method (fruit skin and pulp are removed before drying). Eight O'Clock Coffee is the brand line of coffee products currently manufactured by the Eight O'Clock Coffee Company, a subsidiary of Tata Global Beverages, headquartered in Montvale, New Jersey. Visit www.eightoclock.com for more information.",Medium,"Landover, Maryland",Landover, Maryland,
1420,Colombia,89.0,7.0,7.0,8.0,8.0,9.0,"Rich-toned, chocolaty. Dark chocolate, cedar, rhododendron, date, sassafras in aroma and cup. Bittersweet structure with gently tart acidity; light, silky mouthfeel. A quiet finish consolidates around notes of dark chocolate and rhododendron.",Colombia,$4.99/12 ounces,"This coffee tied for the fifth-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Harris-Teeter supermarket in Clemmons, North Carolina. HT Trader’s is the store brand of Harris-Teeter, a South Atlantic states supermarket chain owned by Kroger. Visit www.harristeeter.com for more information.",Medium-Dark,"Matthews, North Carolina",Matthews, North Carolina,
1421,Guatemala (from bulk bin),89.0,7.0,7.0,8.0,8.0,9.0,"Balanced, sweet-toned. Baking chocolate, almond, date, molasses, magnolia in aroma and cup. Bittersweet structure with little perceptible acidity; satiny-smooth mouthfeel. A rather muted finish centers around almond and baking chocolate. ",Guatemala,$6.99/16 ounces,"This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Woodman’s Market in Madison, Wisconsin. Cameron’s Coffee, based in Shakopee, Minnesota, specializes in single-origin specialty coffees and blends designed for the home consumer. Visit www.cameronscoffee.com for more information.",Medium,"Shakopee, Minnesota",Shakopee, Minnesota,
